Block Type,96well,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\Ana\Lauren\Copy of Ofav2_Lauren.eds,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2017-03-31 12:27:06 PM EDT,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,Cт,Cт Mean,Cт SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,HIGHSD,EXPFAIL
D1,8-28,Of_Actin,UNKNOWN,SYBR,None,19.8214454651,19.3823814392,0.6209303141,,,,0,0.02,1,3,17,,Y,N
D2,8-28,Of_SC,UNKNOWN,SYBR,None,23.446472168,23.2313957214,0.3041626811,,,,0,0.02,1,3,21,,N,N
D3,8-28,Of_Actin,UNKNOWN,SYBR,None,18.9433174133,19.3823814392,0.6209303141,,,,0,0.02,1,3,17,,Y,N
D4,8-28,Of_SC,UNKNOWN,SYBR,None,23.0163211823,23.2313957214,0.3041626811,,,,0,0.02,1,3,21,,N,N
D5,4-72,Of_Actin,UNKNOWN,SYBR,None,25.7930202484,23.0916252136,3.8203508854,,,,0,0.02,1,3,24,,Y,N
D6,4-72,Of_SC,UNKNOWN,SYBR,None,19.6962814331,19.7299556732,0.0476225689,,,,0,0.02,1,3,18,,N,N
D7,4-72,Of_Actin,UNKNOWN,SYBR,None,20.3902282715,23.0916252136,3.8203508854,,,,0,0.02,1,3,19,,Y,N
D8,4-72,Of_SC,UNKNOWN,SYBR,None,19.7636299133,19.7299556732,0.0476225689,,,,0,0.02,1,3,17,,N,N
D9,6-1,Of_Actin,UNKNOWN,SYBR,None,19.1425647736,19.286939621,0.204176873,,,,0,0.02,1,3,17,,N,N
D10,6-1,Of_SC,UNKNOWN,SYBR,None,20.0230426788,20.1956863403,0.2441550046,,,,0,0.02,1,3,18,,N,N
D11,6-1,Of_Actin,UNKNOWN,SYBR,None,19.4313144684,19.286939621,0.204176873,,,,0,0.02,1,3,17,,N,N
D12,6-1,Of_SC,UNKNOWN,SYBR,None,20.3683300018,20.1956863403,0.2441550046,,,,0,0.02,1,3,17,,N,N
E1,8-8,Of_Actin,UNKNOWN,SYBR,None,19.503572464,19.3952484131,0.1531933397,,,,0,0.02,1,3,17,,N,N
E2,8-8,Of_SC,UNKNOWN,SYBR,None,21.8736743927,22.1626796722,0.4087151885,,,,0,0.02,1,3,20,,N,N
E3,8-8,Of_Actin,UNKNOWN,SYBR,None,19.2869243622,19.3952484131,0.1531933397,,,,0,0.02,1,3,17,,N,N
E4,8-8,Of_SC,UNKNOWN,SYBR,None,22.4516849518,22.1626796722,0.4087151885,,,,0,0.02,1,3,21,,N,N
E5,4-42,Of_Actin,UNKNOWN,SYBR,None,18.9821090698,19.1217002869,0.1974117905,,,,0,0.02,1,3,17,,N,N
E6,4-42,Of_SC,UNKNOWN,SYBR,None,20.2445163727,20.3777999878,0.1884928495,,,,0,0.02,1,3,18,,N,N
E7,4-42,Of_Actin,UNKNOWN,SYBR,None,19.2612915039,19.1217002869,0.1974117905,,,,0,0.02,1,3,17,,N,N
E8,4-42,Of_SC,UNKNOWN,SYBR,None,20.5110855103,20.3777999878,0.1884928495,,,,0,0.02,1,3,19,,N,N
E9,6-34,Of_Actin,UNKNOWN,SYBR,None,18.707983017,18.2668399811,0.623870492,,,,0,0.02,1,3,17,,Y,N
E10,6-34,Of_SC,UNKNOWN,SYBR,None,20.4724140167,20.3500328064,0.1730731726,,,,0,0.02,1,3,18,,N,N
E11,6-34,Of_Actin,UNKNOWN,SYBR,None,17.8256969452,18.2668399811,0.623870492,,,,0,0.02,1,3,16,,Y,N
E12,6-34,Of_SC,UNKNOWN,SYBR,None,20.2276515961,20.3500328064,0.1730731726,,,,0,0.02,1,3,18,,N,N
F1,7-17,Of_Actin,UNKNOWN,SYBR,None,20.1238384247,20.3217391968,0.2798753083,,,,0,0.02,1,3,18,,N,N
F2,7-17,Of_SC,UNKNOWN,SYBR,None,22.7948856354,22.7691631317,0.0363771133,,,,0,0.02,1,3,21,,N,N
F3,7-17,Of_Actin,UNKNOWN,SYBR,None,20.5196418762,20.3217391968,0.2798753083,,,,0,0.02,1,3,18,,N,N
F4,7-17,Of_SC,UNKNOWN,SYBR,None,22.7434406281,22.7691631317,0.0363771133,,,,0,0.02,1,3,21,,N,N
F5,4-63,Of_Actin,UNKNOWN,SYBR,None,20.9876003265,20.9895801544,0.0027998996,,,,0,0.02,1,3,20,,N,N
F6,4-63,Of_SC,UNKNOWN,SYBR,None,21.3202171326,21.167974472,0.2153036296,,,,0,0.02,1,3,19,,N,N
F7,4-63,Of_Actin,UNKNOWN,SYBR,None,20.9915599823,20.9895801544,0.0027998996,,,,0,0.02,1,3,19,,N,N
F8,4-63,Of_SC,UNKNOWN,SYBR,None,21.0157318115,21.167974472,0.2153036296,,,,0,0.02,1,3,19,,N,N
F9,6-50,Of_Actin,UNKNOWN,SYBR,None,19.5026359558,19.5612049103,0.0828290135,,,,0,0.02,1,3,17,,N,N
F10,6-50,Of_SC,UNKNOWN,SYBR,None,20.16979599,20.263469696,0.1324746311,,,,0,0.02,1,3,18,,N,N
F11,6-50,Of_Actin,UNKNOWN,SYBR,None,19.6197738647,19.5612049103,0.0828290135,,,,0,0.02,1,3,17,,N,N
F12,6-50,Of_SC,UNKNOWN,SYBR,None,20.3571434021,20.263469696,0.1324746311,,,,0,0.02,1,3,18,,N,N
G1,7-39,Of_Actin,UNKNOWN,SYBR,None,18.3318729401,18.2448348999,0.1230903789,,,,0,0.02,1,3,16,,N,N
G2,7-39,Of_SC,UNKNOWN,SYBR,None,21.3693275452,21.5685482025,0.2817405462,,,,0,0.02,1,3,19,,N,N
G3,7-39,Of_Actin,UNKNOWN,SYBR,None,18.1577968597,18.2448348999,0.1230903789,,,,0,0.02,1,3,16,,N,N
G4,7-39,Of_SC,UNKNOWN,SYBR,None,21.7677688599,21.5685482025,0.2817405462,,,,0,0.02,1,3,20,,N,N
G5,4-62,Of_Actin,UNKNOWN,SYBR,None,Undetermined,32.3777923584,,,,,0,0.02,1,3,39,,N,Y
G6,4-62,Of_SC,UNKNOWN,SYBR,None,22.9939804077,21.7341213226,1.7817097902,,,,0,0.02,1,3,21,,Y,N
G7,4-62,Of_Actin,UNKNOWN,SYBR,None,32.3777923584,32.3777923584,,,,,0,0.02,1,3,31,,N,N
G8,4-62,Of_SC,UNKNOWN,SYBR,None,20.4742622375,21.7341213226,1.7817097902,,,,0,0.02,1,3,19,,Y,N
G9,6-44,Of_Actin,UNKNOWN,SYBR,None,18.7708778381,19.025636673,0.3602834046,,,,0,0.02,1,3,17,,N,N
G10,6-44,Of_SC,UNKNOWN,SYBR,None,20.448381424,20.6889705658,0.3402444422,,,,0,0.02,1,3,19,,N,N
G11,6-44,Of_Actin,UNKNOWN,SYBR,None,19.2803955078,19.025636673,0.3602834046,,,,0,0.02,1,3,17,,N,N
G12,6-44,Of_SC,UNKNOWN,SYBR,None,20.9295597076,20.6889705658,0.3402444422,,,,0,0.02,1,3,18,,N,N
H1,0-NTC,Of_Actin,UNKNOWN,SYBR,None,35.5462722778,35.5462722778,,,,,0,0.02,1,3,33,,N,N
H2,7-76,Of_SC,UNKNOWN,SYBR,None,22.7263278961,22.5116539001,0.3035962284,,,,0,0.02,1,3,21,,N,N
H3,7-76,Of_Actin,UNKNOWN,SYBR,None,21.6274719238,21.3924865723,0.3323181272,,,,0,0.02,1,3,20,,N,N
H4,7-76,Of_SC,UNKNOWN,SYBR,None,22.2969779968,22.5116539001,0.3035962284,,,,0,0.02,1,3,20,,N,N
H5,7-76,Of_Actin,UNKNOWN,SYBR,None,21.1575031281,21.3924865723,0.3323181272,,,,0,0.02,1,3,19,,N,N
H6,4-69,Of_SC,UNKNOWN,SYBR,None,20.95952034,20.8253555298,0.1897363514,,,,0,0.02,1,3,19,,N,N
H7,4-69,Of_Actin,UNKNOWN,SYBR,None,25.8704280853,24.7730064392,1.5519886017,,,,0,0.02,1,3,24,,Y,N
H8,4-69,Of_SC,UNKNOWN,SYBR,None,20.691192627,20.8253555298,0.1897363514,,,,0,0.02,1,3,19,,N,N
H9,4-69,Of_Actin,UNKNOWN,SYBR,None,23.6755847931,24.7730064392,1.5519886017,,,,0,0.02,1,3,21,,Y,N
H10,6-27,Of_SC,UNKNOWN,SYBR,None,20.2245693207,20.4723930359,0.3504756689,,,,0,0.02,1,3,18,,N,N
H11,6-27,Of_Actin,UNKNOWN,SYBR,None,20.2338371277,20.0004920959,0.3300010562,,,,0,0.02,1,3,17,,N,N
H12,0-NTC,Of_SC,UNKNOWN,SYBR,None,Undetermined,,,,,,0,0.02,1,3,39,,N,Y
